id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,ingresos_mensual,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_flag,deuda_academica_months,puntualidad_pago,indice_financiero,rendimiento,asistencia_total_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,desercion
2121,F,7,Ciencias_Sociales,Publico,5.16,4.06,0.91,44.523876964454374,15.149484897284555,60.75745690873387,76.2235730794298,8.74,34.74,61.03,34.8,50.63,Bajo,600,Pago_directo,Muy_bajo,8.948284059109499,1,3,Impuntual,1.02,47.13,72.36,50.97,7.0,7.23,0,0
2122,F,1,Artes,Publico,15.61,16.51,14.73,16.63938004855933,4.265178372582907,40.28053247321809,45.28917338795101,0.36,50.51,12.78,47.11,82.93,Muy_bajo,300,Beca_parcial,Muy_bajo,17.046100426049325,1,12,Impuntual,8.51,74.79,41.28,40.07,7.0,86.71,0,0
2123,F,4,Ingenieria,Concertado,11.91,10.16,9.97,18.810083408641518,57.771741924114444,62.8611391040883,80.0,8.38,24.31,0.41,37.02,73.26,Bajo,600,Financiamiento_familiar,Muy_bajo,8.243545050337016,1,1,Impuntual,17.33,66.83,60.13,48.44,7.0,0.0,1,0
2124,M,6,Negocios,Privado,12.83,10.82,11.0,12.86733879344629,35.19374902949798,10.621878399958256,50.23958622714718,2.8,44.47,44.07,53.42,84.66,Medio,1200,Financiamiento_familiar,Bajo,8.070800310768442,1,2,Impuntual,15.14,59.65,4.25,34.09,7.0,0.0,0,0
2125,Other,3,Salud,Publico,11.79,13.2,17.76,60.96171699189738,17.77702667504494,59.03214389814301,76.833564260253,3.73,78.78,44.43,52.88,60.15,Muy_bajo,300,Financiamiento_familiar,Bajo,17.967977100415773,0,0,Puntual,61.0,72.11,89.25,47.78,7.0,21.99,0,1
2126,F,3,Artes,Privado,14.46,16.27,10.49,0.04903150442181037,20.145743973880286,69.56855718228753,80.0,8.78,0.0,76.18,46.2,62.42,Bajo,600,Pago_directo,Bajo,14.558231806291278,1,6,Puntual,37.72,61.38,20.01,53.48,7.0,90.96,0,1
2127,F,1,Ingenieria,Publico,13.55,15.12,14.35,35.11873311174761,11.922140990954153,21.251923652585553,35.445956354354344,4.98,50.78,18.16,57.8,73.84,Bajo,600,Credito,Muy_bajo,9.554014566212649,1,3,Puntual,22.74,73.83,62.88,30.19,7.0,0.0,0,1
2128,M,2,Ciencias_Sociales,Privado,9.77,11.72,2.76,6.94969331219867,22.68642675126486,29.469267753678736,54.468827970566274,22.44,0.0,27.51,43.51,70.35,Medio,1200,Beca_parcial,Bajo,12.828003087205653,1,2,Impuntual,18.28,66.47,80.42,61.43,7.0,24.31,1,0
2129,F,2,Salud,Concertado,16.6,15.49,14.57,44.18996808036428,63.361711427402284,47.24654395666283,80.0,15.67,4.98,7.82,51.88,70.26,Alto,3000,Financiamiento_familiar,Muy_bajo,21.110339933209556,0,0,Impuntual,71.85,65.85,6.37,42.2,7.0,6.87,0,1
2130,M,7,Negocios,Publico,15.19,15.83,13.7,27.679387692907405,49.65280519880522,69.4593824628598,80.0,12.44,0.0,39.99,55.48,82.86,Medio,1200,Beca_parcial,Muy_bajo,18.347537902794645,0,0,Puntual,60.43,78.49,57.0,22.29,7.0,13.47,0,0
2131,M,2,Negocios,Concertado,12.95,13.51,17.43,2.268126462114255,78.99186477335923,72.62355739500013,80.0,0.23,37.57,25.6,58.46,61.54,Medio,1200,Beca_total,Bajo,23.30668595529219,0,0,Puntual,75.29,78.61,100.0,43.76,7.0,52.56,0,0
2132,M,3,Ciencias_Sociales,Publico,17.01,14.73,16.84,36.87793849240353,41.94249881076209,42.754050460410696,80.0,2.49,47.07,26.29,52.59,85.63,Bajo,600,Financiamiento_familiar,Bajo,21.8994141306001,1,1,Impuntual,1.64,91.68,89.96,42.72,7.0,28.32,0,0
2133,F,5,Artes,Publico,10.4,8.03,3.85,45.6468398291842,41.71917171576462,52.64522236291854,80.0,18.92,3.35,25.41,27.6,46.18,Medio,1200,Credito,Bajo,17.334863328852226,0,0,Puntual,71.0,44.3,15.98,63.29,7.0,48.15,0,1
2134,F,1,Ciencias_Sociales,Publico,11.41,13.29,8.37,19.812322533017372,15.310884906428015,69.83284669089115,80.0,9.35,8.0,23.15,34.58,84.63,Bajo,600,Credito,Bajo,5.237927122922162,0,0,Puntual,59.75,76.94,95.21,33.84,7.0,25.4,0,1
2135,F,3,Ciencias,Publico,17.55,15.14,16.41,61.2409517656847,46.91644228266278,18.50377858097704,66.28538327070818,1.09,89.63,31.98,60.9,93.81,Muy_bajo,300,Credito,Bajo,9.004944199009785,0,0,Puntual,54.71,95.38,87.86,15.92,4.53,10.48,0,0
2136,F,5,Ciencias,Publico,16.85,18.0,11.53,29.68390126354266,48.669413049475814,66.01714889440221,80.0,19.81,0.0,53.67,58.19,80.33,Alto,3000,Beca_parcial,Bajo,13.840188896517983,0,0,Puntual,100.0,78.9,43.51,26.46,7.0,11.24,0,0
2137,M,6,Artes,Concertado,10.83,10.48,8.35,59.94772113152115,16.522485123504556,20.94834834301438,40.11980437942689,7.26,42.37,43.77,56.85,82.67,Medio,1200,Financiamiento_familiar,Bajo,1.3859574387583877,0,0,Puntual,71.7,54.1,2.67,28.7,7.0,37.27,0,1
2138,F,4,Negocios,Concertado,6.64,4.34,1.96,46.32125832070141,7.037285938102018,46.48031962355834,55.70414184980917,9.27,31.19,6.34,34.38,60.72,Medio,1200,Beca_total,Bajo,17.832034156833135,1,3,Puntual,49.14,35.22,0.0,74.08,7.0,8.34,0,0
2139,M,5,Negocios,Publico,8.44,10.19,6.33,69.54024543895079,29.501703404293114,74.7731996630201,80.0,23.38,0.0,37.59,41.6,67.55,Bajo,600,Pago_directo,Bajo,24.0,1,3,Puntual,34.75,49.13,27.92,62.66,7.0,27.13,0,1
2140,F,1,Negocios,Privado,14.91,14.36,11.97,43.75398327858172,13.768276614390409,40.919585561676755,55.281523139444175,0.37,77.19,84.63,52.86,85.58,Bajo,600,Credito,Bajo,20.302184491292774,0,0,Puntual,59.56,75.91,47.82,22.08,7.0,34.52,0,1
2141,F,7,Negocios,Concertado,18.33,19.51,13.98,14.850175465656479,40.25636683868185,7.472828108221723,48.252284927605075,17.31,0.0,10.07,47.59,85.83,Bajo,600,Financiamiento_familiar,Bajo,17.348049274586508,0,0,Puntual,52.53,79.5,29.85,41.95,7.0,47.25,0,0
2142,F,1,Ciencias,Privado,16.45,16.45,8.05,65.80729554229491,42.08878611254942,71.66478368584006,80.0,22.77,6.46,89.44,52.29,70.0,Muy_bajo,300,Pago_directo,Muy_bajo,16.97611802986512,1,3,Impuntual,6.75,63.85,0.0,35.34,7.0,59.74,0,0
2143,F,5,Artes,Concertado,5.52,7.37,1.01,62.64282001398324,48.652469372443804,46.797541329877326,80.0,1.53,76.41,30.86,32.4,67.24,Bajo,600,Credito,Bajo,22.30644826671355,1,6,Puntual,33.84,33.85,0.0,38.88,7.0,3.42,0,1
2144,M,2,Artes,Publico,13.56,13.57,11.4,77.78846517874612,48.22647975830488,5.692068810147921,53.92787063132042,20.79,22.62,0.0,50.0,90.73,Bajo,600,Pago_directo,Bajo,8.071393532276895,0,0,Puntual,69.04,63.48,7.59,31.18,7.0,5.53,0,1
2145,M,7,Ciencias,Publico,15.39,16.67,16.59,7.486553528602959,53.99025039472476,0.842280352967526,55.14381230932444,9.99,0.0,20.32,45.42,78.34,Bajo,600,Pago_directo,Bajo,11.274526630163043,0,0,Puntual,56.02,72.34,38.96,27.74,7.0,27.65,1,0
2146,F,5,Negocios,Concertado,15.67,16.17,8.94,47.29849298446794,18.436390986565367,20.902627258467106,41.6912401807031,21.07,0.0,6.97,46.75,84.79,Medio,1200,Credito,Muy_bajo,16.34331264181442,1,2,Impuntual,29.96,73.24,32.78,24.72,7.0,23.59,0,0
2147,M,5,Negocios,Publico,17.52,18.93,16.71,39.33351871547859,58.46744253262904,9.62309238439774,69.00398829187702,7.4,29.43,51.64,60.43,80.98,Alto,3000,Pago_directo,Bajo,14.201698815442816,0,0,Puntual,91.24,87.58,69.98,22.87,7.0,0.0,0,1
2148,M,2,Ciencias_Sociales,Publico,10.38,8.43,6.37,53.66976923841322,41.985867045117296,50.27477650355331,80.0,23.58,0.0,31.63,35.25,61.59,Medio,1200,Beca_total,Bajo,21.38934547773573,1,2,Impuntual,14.29,61.37,66.01,56.54,7.0,46.66,0,0
2149,F,3,Salud,Publico,16.59,15.86,15.95,78.41438784985839,34.984476861391684,47.73725428024703,80.0,15.53,49.48,80.69,60.96,79.67,Medio,1200,Credito,Muy_bajo,9.19888881412901,0,0,Puntual,79.48,72.76,21.07,20.42,7.0,78.37,0,1
2150,F,4,Ingenieria,Publico,13.54,12.88,14.15,42.58176616926046,51.831633773484356,67.27048116563195,80.0,15.05,15.39,68.26,48.53,67.35,Bajo,600,Pago_directo,Bajo,10.669103884407722,0,0,Impuntual,38.27,77.47,87.74,33.92,7.0,51.52,0,0
2151,M,5,Salud,Publico,18.06,16.12,17.31,54.85909079571434,40.100855192592,41.06890618457882,80.0,19.34,23.91,46.86,44.25,90.28,Medio,1200,Beca_parcial,Muy_bajo,6.868571780132012,0,0,Puntual,79.73,75.02,11.48,44.34,7.0,0.0,0,0
2152,M,1,Salud,Publico,16.04,18.02,14.24,27.77707549776342,42.053442425654836,20.249674581148945,66.18655463233019,10.48,23.01,56.06,48.38,83.61,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,15.636006207268624,0,0,Puntual,64.78,73.96,32.49,15.51,7.0,28.32,0,0
2153,F,8,Ciencias,Publico,7.5,6.33,5.79,23.917639013734604,1.8598246182817757,4.02260910720714,7.586918530482307,6.21,30.1,55.88,34.87,53.61,Muy_bajo,300,Pago_directo,Bajo,10.587504417902608,1,3,Puntual,20.96,38.25,10.46,61.01,5.88,50.01,1,1
2154,F,7,Artes,Concertado,15.39,16.78,16.21,26.823725254693365,64.16294651001893,0.8403799378504573,65.93412441897253,6.31,43.47,22.07,60.0,86.89,Bajo,600,Pago_directo,Bajo,13.690041256767179,0,0,Impuntual,39.48,83.43,68.92,26.18,7.0,22.33,0,0
2155,M,2,Negocios,Concertado,13.95,13.88,12.06,3.088631487755311,33.934069111710386,74.06226471399047,80.0,7.93,1.71,13.94,45.4,61.99,Bajo,600,Financiamiento_familiar,Bajo,2.2528149575119603,1,1,Impuntual,4.16,61.96,28.17,39.95,7.0,37.21,1,0
2156,M,6,Ciencias_Sociales,Publico,7.48,9.42,2.92,22.779251633007593,41.446119307453245,11.56100060700406,57.93078449097305,14.82,0.0,32.65,31.07,66.04,Medio,1200,Pago_directo,Bajo,17.784974690892735,0,0,Puntual,76.49,54.07,63.01,43.98,7.0,39.86,0,1
2157,M,3,Ciencias,Publico,4.43,5.58,0.83,13.83571150457617,31.1928423027977,39.935579423936204,71.87069831641298,20.12,0.0,9.49,37.94,58.22,Bajo,600,Financiamiento_familiar,Muy_bajo,14.015734911631522,1,3,Impuntual,2.78,29.54,0.45,61.67,7.0,61.6,0,1
2158,M,3,Artes,Publico,6.82,8.11,6.59,36.594238386844545,44.12243796059471,63.58263873265096,80.0,11.99,1.07,31.49,40.55,53.2,Medio,1200,Credito,Bajo,18.96100633574483,0,0,Puntual,63.3,37.83,13.7,57.37,7.0,5.5,0,1
2159,M,2,Negocios,Publico,16.49,16.42,14.16,36.86598111189851,4.323390895747998,74.29064517767779,79.01676015589368,9.68,34.48,55.26,47.08,96.09,Alto,3000,Financiamiento_familiar,Bajo,6.451872547796716,0,0,Puntual,100.0,81.36,45.63,22.57,7.0,2.02,0,1
2160,F,4,Ciencias_Sociales,Publico,15.64,15.09,11.13,61.21838649812028,30.712724911978864,16.135656407352805,51.22053351877314,19.05,22.22,54.01,56.63,78.26,Muy_bajo,300,Financiamiento_familiar,Bajo,21.20552345732432,1,3,Impuntual,10.59,80.81,65.94,33.7,7.0,36.29,0,0
2161,F,5,Artes,Publico,12.74,12.58,9.49,40.18333183136232,53.494223370082125,18.554600625494437,74.5834055067701,6.95,36.39,12.06,40.69,61.02,Bajo,600,Financiamiento_familiar,Muy_bajo,21.810726357119012,0,0,Puntual,65.83,53.55,9.51,45.62,7.0,0.6,0,1
2162,F,3,Artes,Concertado,7.79,7.74,0.07,37.04652706585928,75.07568830539797,14.379967419941337,80.0,16.54,0.0,0.83,29.53,67.44,Medio,1200,Financiamiento_familiar,Muy_bajo,11.620758368118628,0,0,Puntual,64.16,41.86,10.29,56.55,7.0,42.2,0,1
2163,M,4,Artes,Publico,8.5,6.29,7.84,18.530104936039315,67.93441937666279,12.714475746499376,80.0,2.54,34.24,8.89,43.13,65.44,Bajo,600,Financiamiento_familiar,Bajo,3.038488983184071,0,0,Puntual,64.3,56.95,60.1,37.62,7.0,68.93,0,0
2164,F,5,Ciencias,Publico,5.08,3.11,2.84,68.19840081157419,77.02544244741841,36.39641584548232,80.0,2.72,95.41,3.62,24.39,67.99,Bajo,600,Financiamiento_familiar,Bajo,13.231671566056129,1,1,Puntual,27.95,47.85,62.87,52.96,7.0,76.02,0,1
2165,M,5,Ciencias,Publico,9.94,8.89,8.18,7.280072454777526,62.5211720813774,50.87241882901259,80.0,15.46,0.0,35.05,54.19,75.63,Medio,1200,Pago_directo,Muy_bajo,16.26661785322082,1,2,Puntual,43.08,63.9,58.87,36.91,7.0,0.0,0,0
2166,Other,1,Ciencias,Concertado,18.89,18.46,17.85,78.5836771983429,50.609381825904045,56.500866797182816,80.0,1.99,79.01,38.98,53.03,76.1,Alto,3000,Financiamiento_familiar,Muy_bajo,14.785602181475824,0,0,Puntual,94.05,83.72,48.69,19.94,7.0,11.46,1,1
2167,F,6,Negocios,Privado,17.27,15.11,15.83,38.085999668119854,33.86179539217189,26.175887189598804,62.82148762022455,3.72,57.76,24.16,53.12,66.13,Medio,1200,Credito,Bajo,22.26259491271793,1,3,Puntual,48.36,89.05,96.12,35.93,7.0,80.72,0,0
2168,M,3,Ciencias,Concertado,11.61,11.51,5.59,14.878959967657899,9.851391485585745,49.904905179979764,60.38246995105925,14.98,0.0,16.54,44.82,68.09,Bajo,600,Pago_directo,Bajo,23.018107276024026,1,1,Impuntual,11.86,70.1,78.28,49.02,7.0,66.52,0,0
2169,F,2,Ciencias,Concertado,10.03,10.43,10.68,28.346244461478634,20.064170962455634,0.18949450935026313,24.434788884664034,10.52,0.0,39.64,42.63,74.45,Bajo,600,Credito,Bajo,15.888436431425696,0,0,Puntual,65.17,58.9,43.8,47.85,7.0,49.98,0,1
2170,M,2,Ciencias_Sociales,Publico,10.09,12.39,9.04,1.2296146167031008,21.694003712562974,71.06185255904401,80.0,13.47,0.0,3.66,39.79,53.27,Bajo,600,Pago_directo,Bajo,16.558873796077165,0,0,Puntual,58.75,45.95,13.72,57.23,7.0,0.0,0,0
2171,F,3,Salud,Publico,8.29,6.31,2.34,13.321814340658946,34.23064151868857,69.58017340927361,80.0,23.45,0.0,21.43,40.4,42.65,Bajo,600,Beca_total,Muy_bajo,4.585785945439988,0,0,Puntual,67.03,56.84,85.63,73.51,7.0,0.0,0,0
2172,M,7,Ciencias_Sociales,Privado,20.0,20.0,17.82,26.827185545014174,48.78727769301892,43.52684740149785,80.0,15.17,4.67,40.57,66.36,75.16,Bajo,600,Credito,Bajo,9.71979244960037,0,0,Puntual,57.71,96.34,83.65,13.98,7.0,0.0,0,0
2173,M,3,Ingenieria,Publico,7.71,8.87,7.65,44.35322230015899,49.492947691973555,19.469626356101628,69.42922049828,14.18,8.58,9.48,43.64,54.65,Muy_bajo,300,Beca_parcial,Muy_bajo,8.948485235175276,1,1,Puntual,20.85,45.8,34.01,51.27,4.52,74.9,0,1
2174,F,5,Ciencias_Sociales,Privado,10.42,11.65,9.1,10.358467571588355,36.443410995168534,77.77820196701542,80.0,9.12,14.02,84.08,50.21,71.16,Alto,3000,Beca_parcial,Muy_bajo,9.2380903642473,0,0,Puntual,100.0,69.48,82.48,46.91,7.0,9.34,0,0
2175,M,1,Ingenieria,Concertado,10.44,12.17,11.66,54.07706369464925,21.97150072047635,64.85132802027356,80.0,15.14,41.33,67.6,48.92,58.87,Medio,1200,Financiamiento_familiar,Bajo,18.531170773236465,0,0,Puntual,69.78,61.59,63.53,53.7,7.0,12.61,0,1
2176,F,3,Negocios,Concertado,1.0,3.33,3.45,67.54211919913439,4.5195529484499986,1.3563231369044892,9.211655812562004,0.31,76.73,38.31,34.63,48.57,Medio,1200,Credito,Muy_bajo,13.104466144431756,0,0,Puntual,67.02,18.54,1.76,69.63,7.0,69.54,0,1
2177,M,8,Salud,Publico,4.89,5.59,4.0,45.787168837912475,79.10691082242603,37.57129514980867,80.0,13.38,34.3,10.04,36.27,59.57,Alto,3000,Pago_directo,Bajo,13.3257967079843,0,0,Puntual,100.0,32.3,6.23,63.22,7.0,36.16,0,1
2178,F,5,Ciencias_Sociales,Concertado,4.74,6.66,3.47,23.75211577801793,75.16479184976126,8.166258595236382,80.0,1.65,46.23,19.42,27.4,57.17,Bajo,600,Financiamiento_familiar,Bajo,7.09689795077969,0,0,Puntual,66.48,47.16,73.11,57.58,7.0,68.82,0,1
2179,F,2,Negocios,Publico,11.96,10.09,6.92,9.711386038869714,14.634076740905675,10.579271108849255,27.380081874079135,5.28,31.23,12.01,48.15,81.69,Muy_bajo,300,Credito,Bajo,4.721913894624926,1,6,Impuntual,5.33,69.45,57.26,35.51,7.0,72.88,0,1
2180,F,3,Ciencias,Publico,6.34,5.03,3.59,1.2428050387158418,48.43166927943799,0.10466912669613748,50.44776445941832,13.51,0.0,11.01,26.33,67.17,Medio,1200,Pago_directo,Bajo,10.71666427912006,0,0,Puntual,70.44,46.87,46.39,44.6,7.0,1.14,0,0
2181,M,2,Ciencias,Publico,20.0,19.39,16.68,58.54418663986294,23.652347231508006,55.0170109019476,80.0,16.03,24.4,42.25,47.93,68.66,Alto,3000,Financiamiento_familiar,Bajo,2.0670423723507514,0,0,Puntual,100.0,79.32,29.45,34.1,7.0,42.56,1,0
2182,M,3,Negocios,Privado,14.31,12.2,12.86,50.278349465017904,15.55426906097499,20.201637079811448,39.84169855952314,9.24,51.08,19.57,49.66,77.84,Bajo,600,Pago_directo,Bajo,4.27691939372937,0,0,Puntual,59.78,76.33,64.52,22.43,7.0,10.68,0,1
2183,M,6,Salud,Publico,20.0,18.6,16.16,38.10267248282991,54.752906030540764,24.38741551597591,80.0,10.06,23.88,88.46,59.2,78.38,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,20.010532717616854,1,1,Impuntual,8.96,85.17,38.6,18.27,4.57,81.82,0,0
2184,M,5,Ciencias_Sociales,Publico,11.34,13.74,15.27,8.159644177611032,62.89542032533574,3.7626976481903363,67.56945591415476,11.95,0.0,96.09,55.68,65.4,Medio,1200,Beca_parcial,Bajo,11.477196177531221,0,0,Impuntual,56.68,52.25,7.92,48.97,7.0,71.16,0,0
2185,F,2,Ciencias_Sociales,Publico,11.61,12.82,12.66,16.562014501117297,32.52743586572399,0.6355612706412739,37.61576506617214,18.22,0.0,69.14,47.32,60.63,Muy_bajo,300,Financiamiento_familiar,Bajo,24.0,0,0,Puntual,57.43,57.39,33.88,55.47,4.75,66.74,0,1
2186,F,7,Ciencias_Sociales,Concertado,11.85,12.95,4.37,65.21378429493137,4.725094896395525,63.41782522308069,71.38666730145391,0.42,75.05,80.88,44.97,68.11,Bajo,600,Credito,Muy_bajo,0.7515967993962696,1,1,Impuntual,6.41,69.55,73.59,32.34,7.0,61.89,0,1
2187,F,4,Salud,Concertado,11.22,11.39,11.08,38.38811744162956,32.119665758727656,52.91276749992731,80.0,10.73,44.69,25.51,40.49,56.0,Bajo,600,Financiamiento_familiar,Bajo,23.185092351746356,1,1,Impuntual,16.11,54.11,32.03,54.56,7.0,17.07,0,0
2188,F,3,Ciencias,Concertado,2.4,1.03,3.35,77.02662876954982,42.57551733254058,30.585479025431894,74.0765182694829,0.34,100.0,61.5,38.05,46.66,Alto,3000,Pago_directo,Bajo,17.088263353467106,0,0,Puntual,92.06,21.47,0.0,71.48,7.0,0.0,0,1
2189,F,3,Ingenieria,Publico,6.51,4.62,2.38,79.99777178943859,71.45732163284129,5.591863339617271,79.75328427211929,7.66,79.54,5.8,31.2,65.26,Bajo,600,Credito,Bajo,16.08979295755609,0,0,Puntual,57.62,48.31,50.42,56.74,7.0,48.26,0,1
2190,F,4,Ciencias_Sociales,Publico,15.48,15.6,11.39,64.05657010924702,52.544212038578316,62.06464748177636,80.0,12.48,32.91,96.02,63.4,83.95,Medio,1200,Financiamiento_familiar,Bajo,20.918231061978137,1,2,Puntual,46.5,69.82,15.18,37.46,7.0,39.24,0,1
2191,M,4,Ciencias_Sociales,Concertado,12.42,13.22,11.24,20.654688792567555,56.83971496576275,74.10844901296954,80.0,1.92,30.35,67.02,45.03,51.8,Bajo,600,Credito,Bajo,16.173176274469302,0,0,Puntual,64.34,50.11,6.42,56.51,7.0,24.96,0,1
2192,F,3,Negocios,Publico,11.9,12.21,2.82,18.48919697440973,16.210502750982172,42.19450131005614,60.53937403742922,11.65,0.0,31.69,35.88,55.67,Bajo,600,Beca_parcial,Bajo,1.5410723603682341,0,0,Puntual,69.36,66.26,76.02,35.23,7.0,80.65,0,0
2193,F,3,Ciencias_Sociales,Privado,11.74,11.54,6.34,20.290745633905807,57.621729948784896,11.11577607757674,69.59851790912683,22.19,0.0,77.3,44.95,70.85,Alto,3000,Financiamiento_familiar,Bajo,22.97164232196695,0,0,Puntual,97.62,51.56,0.0,62.2,7.0,0.0,0,1
2194,F,1,Salud,Concertado,5.22,2.84,1.19,78.94280630532421,40.14598855942487,52.20263863816783,80.0,16.45,55.55,1.58,22.33,52.51,Muy_bajo,300,Financiamiento_familiar,Bajo,21.95039206014855,0,0,Puntual,57.75,28.41,0.0,49.72,6.16,34.46,0,1
2195,M,6,Ingenieria,Publico,13.95,14.44,12.88,26.827238245463327,65.63292421882265,5.721379013891585,73.81784537619762,18.77,0.0,37.62,40.98,67.69,Bajo,600,Financiamiento_familiar,Muy_bajo,13.327693761546445,0,0,Puntual,65.87,60.77,19.49,42.46,7.0,16.85,0,1
2196,M,4,Salud,Publico,18.64,18.74,17.77,56.51573949157512,17.309556648616116,13.242252683699842,30.870332534325502,13.93,33.68,89.57,71.31,80.96,Bajo,600,Credito,Bajo,3.441476198703378,1,1,Puntual,30.18,89.61,62.58,20.93,7.0,83.9,0,0
2197,M,1,Ingenieria,Privado,16.56,15.48,13.32,76.72141678490887,41.1889919718771,37.65860358604421,80.0,21.51,17.57,21.32,47.67,86.85,Medio,1200,Pago_directo,Bajo,20.45416522647829,0,0,Puntual,65.92,67.88,0.0,36.94,7.0,0.0,0,1
2198,F,5,Artes,Publico,10.99,12.47,15.19,65.5676917414896,16.75816800610192,19.92264859419378,37.73268578633522,3.52,64.62,66.79,46.03,64.05,Muy_bajo,300,Beca_total,Muy_bajo,13.614072304905864,1,1,Impuntual,0.0,63.07,59.93,44.98,5.93,42.58,0,1
2199,F,7,Ingenieria,Publico,10.09,11.05,8.57,47.808304730452214,22.87331597100981,74.41713418844863,80.0,10.79,54.55,36.01,45.56,83.51,Bajo,600,Credito,Bajo,8.46609638437237,1,3,Puntual,24.44,56.29,22.51,31.82,7.0,0.0,0,1
2200,M,7,Negocios,Concertado,4.38,6.74,1.72,13.517241973738567,66.57632675203843,64.70967012046124,80.0,14.33,0.0,34.24,31.96,55.02,Medio,1200,Pago_directo,Bajo,24.0,0,0,Puntual,61.1,39.96,48.25,63.46,7.0,59.85,0,0
2201,Other,3,Artes,Publico,14.72,14.73,13.08,13.995059574267712,55.02354544297332,22.141349411612914,77.86584201747596,20.96,0.0,69.59,46.65,78.0,Bajo,600,Pago_directo,Bajo,4.9961975320294,1,6,Puntual,25.34,82.29,85.28,52.39,7.0,57.12,0,0
2202,M,1,Negocios,Concertado,2.78,1.0,4.62,39.39384684547066,58.27904334126841,77.10353696525486,80.0,7.39,43.97,91.02,41.7,62.24,Muy_bajo,300,Financiamiento_familiar,Bajo,5.304751151394166,1,3,Impuntual,0.0,35.47,35.16,67.73,7.0,79.77,0,1
2203,M,3,Salud,Publico,8.17,10.31,6.99,76.15555966993944,5.48298703724428,30.263601115070003,37.61725282576657,0.03,100.0,11.67,29.17,67.28,Medio,1200,Pago_directo,Bajo,15.656454145539213,0,0,Puntual,60.67,40.16,0.0,63.18,7.0,11.28,0,1
2204,M,1,Salud,Concertado,19.45,19.24,12.66,72.35949566005237,58.30052470258671,45.46985474061599,80.0,23.39,6.0,27.69,46.93,63.36,Bajo,600,Beca_parcial,Bajo,7.166687529232625,1,1,Impuntual,7.46,69.16,0.0,37.96,7.0,46.29,0,0
2205,F,7,Ingenieria,Publico,14.61,17.08,16.29,13.295364436353365,39.31256764947104,45.121027291264966,80.0,0.62,64.25,48.78,51.87,70.74,Muy_bajo,300,Credito,Bajo,10.717875840291683,1,1,Impuntual,4.6,70.46,44.24,41.39,7.0,91.34,0,1
2206,F,2,Artes,Publico,7.61,7.62,8.75,23.01757958198727,36.73150342336327,51.9668857666731,80.0,3.66,39.66,56.38,50.06,61.97,Medio,1200,Pago_directo,Bajo,6.615337448344857,0,0,Puntual,71.75,42.96,13.76,42.12,7.0,7.27,0,1
2207,M,2,Salud,Privado,20.0,19.6,17.31,47.10490524447802,33.01015427009187,19.490285518421455,55.02431722363597,10.13,35.73,41.78,65.24,71.72,Alto,3000,Pago_directo,Muy_bajo,19.327920235617345,1,1,Impuntual,56.41,89.28,59.32,27.25,7.0,45.38,0,0
2208,F,3,Salud,Concertado,14.35,12.23,9.36,38.194439380237185,68.14359033002437,73.76410704826054,80.0,11.91,37.16,80.55,47.31,77.86,Muy_bajo,300,Credito,Muy_bajo,7.281666038335236,1,1,Puntual,16.15,73.52,53.78,34.51,7.0,90.26,0,1
2209,M,3,Negocios,Publico,9.07,7.19,2.21,9.549024750120987,14.197115122302337,21.2541772762739,39.78706842251271,20.03,0.0,76.81,42.37,68.64,Bajo,600,Beca_total,Bajo,21.16184024005661,1,2,Impuntual,2.15,61.47,69.61,47.44,7.0,28.81,0,0
2210,F,6,Ciencias,Publico,14.08,12.14,9.33,29.544574959865557,65.12917582661247,53.18726859047672,80.0,10.75,12.51,40.52,50.78,66.82,Medio,1200,Beca_parcial,Bajo,18.156693388837727,1,2,Impuntual,18.05,71.27,57.15,24.72,7.0,15.17,0,1
2211,F,3,Negocios,Concertado,15.09,15.79,15.49,76.37714941242373,74.26590797730562,61.26086722085767,80.0,13.14,56.37,4.06,48.82,87.1,Muy_bajo,300,Credito,Bajo,7.814187627983105,1,2,Impuntual,7.1,69.95,22.28,33.37,7.0,23.82,0,0
2212,F,1,Ingenieria,Publico,13.77,13.93,9.68,76.11537797956021,13.459105866735612,70.52091537009419,80.0,4.8,100.0,14.45,47.13,67.39,Muy_bajo,300,Pago_directo,Muy_bajo,19.875013174953583,1,6,Puntual,19.25,66.65,42.65,34.92,7.0,79.77,0,1
2213,M,2,Artes,Privado,18.19,20.0,13.46,44.75407048212732,79.96767989200806,36.55488792238383,80.0,13.66,12.13,48.7,50.12,77.76,Bajo,600,Financiamiento_familiar,Bajo,8.11589509144009,1,6,Impuntual,4.21,90.21,81.13,23.28,7.0,59.37,0,0
2214,F,3,Ingenieria,Privado,11.96,11.63,9.86,50.82090437417821,79.24273937070254,56.93476813021559,80.0,8.36,41.44,92.75,60.06,91.84,Medio,1200,Financiamiento_familiar,Bajo,10.300831783644998,0,0,Puntual,60.64,58.87,0.0,27.11,7.0,2.94,0,1
